user_id,text
0,"After my work ah... Den 6 plus lor... U workin oso rite... Den go orchard lor, no other place to go liao..."
0,"Aiyo... U always c our ex one... I dunno abt mei, she haven reply... First time u reply so fast... Y so lucky not workin huh, got bao by ur sugardad ah...gee.."
0,"s ex wat... No ah, waitin 4 u to treat, somebody shld b rich liao...So gd, den u dun have to work frm tmr onwards..."
0,Oh oh... Den muz change plan liao... Go back have to yan jiu again...
0,s nt much lesson to go if we attend kb on sat...
0,Den wat will e schedule b lk on sun?
0,Eh den sat u book e kb liao huh...
0,Yup... Hey then one day on fri we can ask miwa and jiayin take leave go karaoke
0,Yup... Ok i go home look at the timings then i msg ü again... Xuhui going to learn on 2nd may too but her lesson is at 8am
0,Hey i booked the kb on sat already... what other lessons are we going for ah? Keep your sat night free we need to meet and confirm our lodging
0,Hey... are you going to quit soon? Xuhui and i working till end of the month
0,s a kb lesson tonight
0,Hey so whats the plan this sat?
0,ve woken up...
0,Hey i will be late ah... Meet you at 945+
0,Hey tmr meet at bugis 930 ?
0,Ha... Then we must walk to everywhere... Cannot take tram. My cousin said can walk to vic market from our hotel
0,Haha... Yup hopefully  we will lose a few kg by mon. after hip hop can go orchard and weigh again
0,ve booked the 2 lessons on sun liao...
0,"Hmmm... Guess we can go 4 kb n power yoga... Haha, dunno we can tahan power yoga anot... Thk got lo oso, forgot liao..."
0,Oh... Okie lor...We go on sat...
0,"Oh... Haha... Den we shld had went today too... Gee, nvm la... Kaiez, i dun mind goin jazz oso... Scared hiphop open cant catch up..."
0,"ll quit yet... Hmmm, can go jazz ? Yogasana oso can... We can go meet em after our lessons den..."
0,"m still sleepin, haha... Okie, u go home liao den confirm w me lor..."
0,"m nt goin, got somethin on, unless they meetin 4 dinner lor... Haha, i wonder who will go tis time..."
0,m eatin too much n puttin on weight...Haha... So anythin special happened?
0,Thk some of em find wtc too far... Weiyi not goin... E rest i dunno yet... R ur goin 4 dinner den i might b able to join...
0,"m eatin now lor, but goin back to work soon... E mountain deer show huh... I watch b4 liao, very nice..."
0,Goin to workout lor... Muz lose e fats...
0,ve oredi booked slots 4 my weekends liao...
0,"I noe la... U wana pei bf oso rite... K lor, other days den..."
0,U meet other fren dun wan meet me ah... Muz b a guy rite...
0,"Oh... Icic... K lor, den meet other day..."
0,"Haha... Where got so fast lose weight, thk muz go 4 a month den got effect... Gee,later we go aust put bk e weight."
0,U attend ur driving lesson how many times a wk n which day?
0,Ay wana meet on sat?ü wkg on sat?
0,Shopping? Eh ger i toking abt syd leh...Haha
0,s é only $140 ard...É rest all ard $180 at least...Which is é price 4 é 2 bedrm ($900)
0,Hmm...Bad news...Hype park plaza $700 studio taken...Only left 2 bedrm-$900...
0,Okay... I booked all already... Including the one at bugis.
0,Yun ah.now ü wkg where?btw if ü go nus sc. Ü wana specialise in wad?
0,Hey you still want to go for yogasana? Coz if we end at cine then can go bathe and hav the steam bath
0,Hey we can go jazz power yoga hip hop kb and yogasana
0,"Can meh? Thgt some will clash... Really ah, i dun mind... I dun seen to have lost any weight... Gee..."
0,Oh... Lk tt den we take e one tt ends at cine lor... Dun wan yogasana oso can...
0,Wa... U so efficient... Gee... Thanx...
0,"Hmmm.... Mayb can try e shoppin area one, but forgot e name of hotel..."
0,s e best choice den we juz have to take it...
0,I only work from mon to thurs but Sat i cant leh... Booked liao... Which other day u free?
0,"Until 545 lor... Ya, can go 4 dinner together..."
0,"Mon okie lor... Haha, best is cheap n gd food la, ex oso okie... Depends on whether wana eat western or chinese food... Den which u prefer..."
0,"Chinatown got porridge, claypot rice, yam cake, fishhead beehoon... Either we eat cheap den go cafe n tok or go nydc or somethin..."
0,s shop ?
0,"My fri ah... Okie lor,goin 4 my drivin den go shoppin after tt..."
0,"Hey...Great deal...Farm tour 9am to 5pm $95/pax, $50 deposit by 16 May"
0,haha but no money leh... Later got to go for tuition... Haha and looking for empty slots for driving lessons
0,My tuition is at 330. Hm we go for the 1120 to 1205 one? Do you mind?
0,Hey... What time is your driving on fri? We go for evaluation on fri?
0,m going to be late leh.
0,Hey are we going for the lo lesson or gym?
0,Okay... We wait ah
0,Hey come online! Use msn... We are all there
0,Oh yah... We never cancel leh... Haha
0,K. Did you call me just now ah?
0,Okay lor... Wah... like that def they wont let us go... Haha... What did they say in the terms and conditions?
0,Okay lor... Will they still let us go a not ah? Coz they will not know until later. We drop our cards into the box right?
0,You want to go?
0,Kay... Since we are out already
0,Haha okay... Today weekend leh...
0,Haha... They cant what... At the most tmr forfeit... haha so how?
0,Hey... Why dont we just go watch x men and have lunch... Haha
0,Haha... Really oh no... How? Then will they deduct your lesson tmr?
0,m only reaching tp mrt
0,m goin to be late
0,Ya! when are ü taking ure practical lessons? I start in june..
0,Hey... Very inconvenient for your sis a not huh?
0,m at amk. Need to drink tea or coffee
0,Hey you gave them your photo when you registered for driving ah? Tmr wanna meet at yck?
0,s on 21 may. Coz thought wanna go out with jiayin. But she isnt free
0,Haha... dont be angry with yourself... Take it as a practice for the real thing. =)
0,Haha... Hope ü can hear the receipt sound... Gd luck!
0,Huh? 6 also cannot? Then only how many mistakes?
0,Nope... Think i will go for it on monday... Sorry i replied so late
0,Hey.. Something came up last min.. Think i wun be signing up tmr.. Hee
0,I am thinking of going down to reg for pract lessons.. Flung my advance.. Haha wat time u going?
0,Hey gals.. Anyone of u going down to e driving centre tmr?
1,Ok no prob
1,Nope i waiting in sch 4 daddy...
1,Dunno lei he neva say...
1,Ü called dad oredi...
1,Me hungry buy some food good lei... But mum n yun dun wan juz buy a little bit...
1,Dad went out oredi...
1,Ü still attending da talks?
1,Then she buying today? Ü no need to c meh...
1,m free...
1,Nope... C ü then...
1,Is fujitsu s series lifebook good?
1,Is toshiba portege m100 gd?
1,Yun buying... But school got offer 2000 plus only...
1,"Got fujitsu, ibm, hp, toshiba... Got a lot of model how to say..."
1,Okie... Thanx...
1,How come i din c ü... Yup i cut my hair...
1,No wonder... Cos i dun rem seeing a silver car... But i thk i saw a black one...
1,s naughty... Ü so free today? Can go jogging...
1,Ok... C ya...
1,m not drivin... I neva develop da photos lei...
1,I wan but too early lei... Me outside now wun b home so early... Neva mind then...
1,645
1,Ü dun need to pick ur gf?
1,Okie...
1,m at home n ready...
1,Ok...
1,Dunno lei... I thk mum lazy to go out... I neva ask her yet...
1,Mum say we wan to go then go... Then she can shun bian watch da glass exhibition...
1,Dun need to use dial up juz open da browser n surf...
1,When did i use soc... I use it only at home... Ü dunno how 2 type it in word ar...
1,Can a not?
1,Juz go google n search 4 qet...
1,s hostel?
1,Huh means computational science... Y they like dat one push here n there...
1,I not at home now lei...
1,Eatin my lunch...
1,Ü takin linear algebra today?
1,Ü bot notes oredi... Cos i juz rem i got...
1,Wah lucky man... Then can save money... Hee...
1,Y so late but i need to go n get da laptop...
1,Where to get those?
1,Then cant get da laptop? My matric card wif ü lei...
1,I dunno they close oredi not... Ü v ma fan...
1,Hi dis is yijue i would be happy to work wif ü all for gek1510...
1,Ü comin to fetch us oredi...
1,Got smaller capacity one? Quite ex...
1,Ok thanx...
1,Wat ü doing now?
1,Got meh... When?
1,m not at home in da aft wat...
1,Mum ask ü to buy food home...
1,Leave it wif me lar... Ü wan to carry meh so heavy... Is da num 98321561 familiar to ü?
1,s my group mate... Lucky i havent reply... Wat time do ü need to leave...
1,m askin if ü leaving earlier or wat mah cos mayb ü haf to walk v far...
1,Yup...
1,m stuck in da middle of da row on da right hand side of da lt...
1,Black shirt n blue jeans... I thk i c ü...
1,Not directly behind... Abt 4 rows behind ü...
1,Ü go home liao? Ask dad to pick me up at 6...
1,m done oredi...
1,I wait 4 ü inside da car park...
1,Yup... How ü noe leh...
1,Oic... I saw him too but i tot he din c me... I found a group liao...
1,Aiyo a bit pai seh ü noe... Scared he dun rem who i am then die... Hee... But he become better lookin oredi leh...
1,How i noe... Did ü specify da domain as nusstu... Ü still in sch...
1,When ü login dat time... Dad fetching ü home now?
1,I come n pick ü up... Come out immediately aft ur lesson...
1,Eh ur laptop got no stock lei... He say mon muz come again to take a look c got a not...
1,Ü ready then call me...
1,Ü still got lessons?  Ü in sch?
1,Shall i get my pouch?
1,m on da bus going home...
1,m walking home oredi... Ü so late then reply... I oso saw a top dat i like but din buy... Where r ü now?
1,ll take forever to come back...
1,R ü comin back for dinner?
1,Eat at old airport road... But now 630 oredi... Got a lot of pple...
1,Y bishan lei... I tot ü say lavender?
1,Free any day but i finish at 6 on mon n thurs...
1,"I prefer my free days... Tues, wed, fri oso can... Ü ask those workin lor..."
1,But we havent got da topic yet rite?
1,So can collect ur laptop?
1,Ok good then i later come find ü... C lucky i told ü to go earlier... Later pple take finish ü no more again...
1,Eat jap done oso aft ur lect wat... Ü got lect at 12 rite...
1,So ü pay first lar... Then when is da stock comin...
1,s ur pin?
1,Ü collecting ur laptop then going to configure da settings izzit?
1,Cos daddy arranging time c wat time fetch ü mah...
1,Juz now havent woke up so a bit blur blur... Can? Dad went out liao... I cant cum now oso...
1,So li hai... Me bored now da lecturer repeating last weeks stuff waste time...
1,m wearing shorts...
1,Huh y lei...
1,m eatin wif my frens now lei... Ü going home first?
1,Havent still waitin as usual... Ü come back sch oredi?
1,No break time one... How... I come out n get my stuff fr ü?
1,Tmr then ü brin lar... Aiya later i come n c lar... Mayb ü neva set properly ü got da help sheet wif ü...
1,I dunno lei... Like dun haf...
1,s present ar.
1,Havent shopping now lor i juz arrive only
1,Beauty sleep can help ur pimples too.
1,Up to ü... Ü wan come then come lor... But i din c any stripes skirt...
1,s repent how?
1,Got c... I lazy to type... I forgot ü in lect... I saw a pouch but like not v nice...
1,Ok i found dis pierre cardin one which looks normal costs 20 its on sale.
1,Y ü wan to go there? C doctor?
1,m wif him now buying tix lar...
1,How much r ü willing to pay?
1,m selling it for $50...
1,s at home...
1,Ok... Thanx... Gd nite 2 ü too...
1,Wat uniform? In where get?
1,ve finished c ü there...
1,Never y lei... I v lazy... Got wat? Dat day ü send me da url cant work one...
1,re done...
1,Anything lar...
1,Go where n buy? Juz buy when we get there lar.
1,Bishan lar nearer... No need buy so early cos if buy now i gotta park my car...
1,Do u noe how 2 send files between 2 computers?
1,I gotta collect da car at 6 lei.
1,2 laptop... I noe infra but too slow lar... I wan fast one
1,Dunno da next show aft 6 is 850. Toa payoh got 650.
1,Tmr timin still da same wat cos i got lesson until 6...
1,Wat time ü wan today?
1,Aiya we discuss later lar... Pick ü up at 4 is it?
1,m in a movie... Collect car oredi...
1,I anything lor...
1,Nothin comes to my mind. Ü help me buy hanger lor. Ur laptop not heavy?
1,Ok lor wat time ü finish?
1,Huh but i got lesson at 4 lei n i was thinkin of going to sch earlier n i tot of parkin at kent vale...
1,Ü v ma fan...
1,Ü come lt 25 n pass to me lar
1,Y lei?
1,I wanted to ask ü to wait 4 me to finish lect. Cos my lect finishes in an hour anyway.
1,Aiyo cos i sms ü then ü neva reply so i wait 4 ü to reply lar. I tot ü havent finish ur lab wat.
1,Auntie huai juan never pick up her phone
1,I not free today i haf 2 pick my parents up tonite...
1,Ok..
1,Dunno lei... I might b eatin wif my frens... If ü wan to eat then i wait 4 ü lar
1,How come?
1,Then ü ask dad to pick ü up lar... Ü wan 2 stay until 6 meh...
1,Oh ok wait 4 me there... My lect havent finish
1,m done...
1,In da car park
1,s sdryb8i
1,Ü thk of wat to eat tonight.
1,Aiyo please ü got time meh.
1,Ok.
1,Anything lor. Juz both of us lor.
1,Ok c ü then.
1,ll be late...
1,Kent vale lor... Ü wait 4 me there ar?
1,Ard 530 lor. I ok then message ü lor.
1,m done. C ü there.
1,staff.science.nus.edu.sg/~phyhcmk/teaching/pc1323
1,Dunno lei shd b driving lor cos i go sch 1 hr oni.
1,Ü wait 4 me in sch i finish ard 5..
1,Ok can...
1,Ü dun wan to watch infernal affair?
1,Cos darren say ü considering mah so i ask ü...
1,s confirmed... I tot they juz say oni... Ok then...
1,Me n him so funny...
1,Anything lor is she coming?
1,m in town now lei.
1,With my sis lor... We juz watched italian job.
1,C movie is juz last minute decision mah. Juz watch 2 lar but i tot ü not interested.
1,Wat so late still early mah. Or we juz go 4 dinner lor. Aiya i dunno...
1,s ok.
1,Can ü all decide faster cos my sis going home liao..
1,Yup ü not comin :-(
1,He neva grumble but i sad lor... Hee... Buy tmr lor aft lunch. But we still meetin 4 lunch tmr a not. Neva hear fr them lei. Ü got a lot of work ar?
1,I jokin oni lar.. Ü busy then i wun disturb ü.
1,Ok lor...
1,m in a movie. Call me 4 wat?
1,s meeting?
1,Do ü noe if ben is going?
1,Dunno lei ü all decide lor. How abt leona? Oops i tot ben is going n i msg him.
1,s ok..
1,s da decision?
1,Then ü wait 4 me at bus stop aft ur lect lar. If i dun c ü then i go get my car then come back n pick ü.
1,Ok i juz receive..
1,I borrow ur bag ok.
1,Can. Dunno wat to get 4 her...
1,Ok. But i finish at 6.
1,ll b going out shopping 4 my frens present.
1,Or i go home first lar ü wait 4 me lor.. I put down my stuff first..
1,ll finish buying?
1,Ok... But bag again..
1,s yijue@hotmail.com
1,ll be in da lab doing some stuff give me a call when ü r done.
1,Anything lar then ü not going home 4 dinner?
1,When can ü come out?
1,I havent lei.. Next mon can?
1,"That day ü say ü cut ur hair at paragon, is it called hair sense? Do ü noe how much is a hair cut?"
1,s da one ü cut ur hair.
1,s at paragon... I havent decided whether 2 cut yet... Hee...
1,Ok lor but not too early. Me still having project meeting now.
1,Ard 6 like dat lor.
1,I not busy juz dun wan 2 go so early.. Hee..
1,m not driving today.
1,Doing project w frens lor.
1,m not coming home 4 dinner.
1,Ard 530 like dat lor. We juz meet in mrt station then ü dun haf to come out.
1,Ok lor ü reaching then message me.
1,Happy birthday... May all ur dreams come true...
1,s a card on da present lei... How? Ü all want 2 write smth or sign on it?
1,Ü give me some time to walk there.
1,Ü all write or wat..
1,Then ü come n pick me at 530 ar?
1,Thanx 4 sending me home...
1,Is ur lecture over?
1,Sorry me going home first... Daddy come fetch ü later...
1,Okie.. Thanx..
1,Will ü b going to esplanade fr home?
1,We confirm eating at esplanade?
1,7 at esplanade.. Do ü mind giving me a lift cos i got no car today..
1,Ü got wat to buy tell us then ü no need to come in again.
1,s da model num of ur phone?
1,Hmm thinking lor...
1,Ok lor... Sony ericsson salesman... I ask shuhui then she say quite gd 2 use so i considering...
1,Ü say until like dat i dun buy ericsson oso cannot oredi lar...
1,Jokin only lar... :-) depends on which phone my father can get lor...
1,No need to buy lunch for me.. I eat maggi mee..
1,I know she called me
1,s da rest of da project going?
1,m doing da intro covers energy trends n pros n cons... Brief description of nuclear fusion n oso brief history of iter n jet got abt 7 n half pages..
1,Yup i shd haf ard 10 pages if i add figures... Ü all got how many pages?
1,s y we haf to combine n c how lor...
1,ll b doing da contents pg n cover pg..
1,m going out 4 dinner soon..
1,s ur email?
1,ve sent ü my part..
1,I emailed yifeng my part oredi.. Can ü get it fr him..
1,No need to ke qi... Ü too bored izzit y suddenly thk of this...
1,TaKe CaRE n gET WeLL sOOn
1,Ü no home work to do meh...
1,Huh so late... Fr dinner?
1,m elaborating on the safety aspects and some other issues..
1,Oic... Then better quickly go bathe n settle down...
1,m hungry buy smth home...
1,But i juz remembered i gotta bathe my dog today..
1,Ok lor thanx... Ü in school?
1,Ok thanx... Take care then...
1,Oops i thk i dun haf enuff... I go check then tell ü..
1,Ü only send me the contents page...
1,Wat time ü finish?
1,But i haf enuff space got like 4 mb...
1,Where r e meeting tmr?
1,Oh ok no prob..
1,Huh i cant thk of more oredi how many pages do we have?
1,Can ü send me a copy of da report?
1,I thk 50 shd be ok he said plus minus 10.. Did ü leave a line in between paragraphs?
1,How abt making some of the pics bigger?
1,ll come online now..
1,How r ü going to send it to me?
1,s clearer..
1,I havent add ü yet right..
1,They said ü dun haf passport or smth like dat.. Or ü juz send to my email account..
1,ve finished the formatting...
1,Can i meet ü at 5.. As 4 where depends on where ü wan 2 in lor..
1,Ok.. Ü finishing soon?
1,ll be submitting da project tmr rite?
1,Ok lor... But buy wat?
1,Or ü go buy wif him then i meet ü later can?
1,Huh so early.. Then ü having dinner outside izzit?
1,Must come later.. I normally bathe him in da afternoon mah..
1,ll go.
1,ll b going 2 sch on fri quite early lor cos mys sis got paper in da morn :-)
1,Yar but they say got some error.
1,If u dun drive then how i go 2 sch.
1,Yup
1,Anything...
1,Then u drive lor.
1,Ok
1,"Wat time liao, where still got."
1,Gd luck 4 ur exams :-)
1,Is ur paper today in e morn or aft?
1,ll b going 2 sch later.
1,Oh ok..
1,In sch but neva mind u eat 1st lor..
1,Call me when u finish then i come n pick u.
1,Hui xin is in da lib.
1,m in da canteen now.
1,Haf u found him? I feel so stupid da v cam was working.
1,Where r we meeting?
1,I went to ur hon lab but no one is there.
1,ve reached sch already...
1,Can u look 4 me in da lib i got stuff havent finish yet.
1,ve already made changes 2 da previous report.
1,s over.. Dun thk abt it already. Concentrate on ur other papers k.
1,Din i tell u jus now 420
1,I fetch yun or u fetch?
1,All e best 4 ur exam later.
1,s v nice...
1,m coming home now.
1,Who u talking about?
1,Sorry sent blank msg again. Yup but trying 2 do some serious studying now.
1,m in e lazy mode today.
1,ve reached already.
1,Yup no more already... Thanx 4 printing n handing it up.
1,ve sent u da latest version of da project.
1,Mine here like all fr china then so noisy.
1,Here got lots of hair dresser fr china.
1,All e best 4 ur driving tmr :-)
1,s cutting quite short 4 me leh.
1,Yup i thk they r e teacher said that will make my face look longer. Darren ask me not 2 cut too short.
1,Ok lar i double check wif da hair dresser already he said wun cut v short. He said will cut until i look nice.
1,Thanx...
1,Shant disturb u anymore... Jia you...
1,Depends on individual lor e hair dresser say pretty but my parents say look gong. U kaypoh.. I also dunno wat she collecting.
1,ll b going 2 sch on mon. My sis need 2 take smth.
1,m not going liao. Too lazy. Dun wan 2 distract u also.
1,s quite sad.
1,I might go 2 sch. Yar at e salon now v boring.
1,Is ur paper in e morn or aft tmr?
1,Nothing. Can...
1,Shb b ok lor... Thanx...
1,Really... I tot ur paper ended long ago... But wat u copied jus now got use? U happy lar... I still haf 2 study :-(
1,Really dun bluff me leh... U sleep early too. Nite...
1,Huh so slow i tot u reach long ago liao... U 2 more days only i 4 more leh...
1,Wif my family booking tour package.
1,s ur paper?
1,re rite... U know me well. Da feeling of being liked by someone is gd lor. U faster go find one then all gals in our group attached liao.
1,My phone
1,Aiyar hard 2 type. U later free then tell me then i call n scold n tell u.
1,ll go out w u all lor. N u still can act so real.
1,s bad dat all e gals know u... Wat u doing now?
1,U horrible gal... U knew dat i was going out wif him yest n u still come n ask me...
1,Aiyar sorry lor forgot 2 tell u...
1,m meeting Darren...
1,U coming 2 pick me?
1,Can do lor...
1,s ok lar. U sleep early too... Nite...
1,Nvm take ur time.
1,Okie
1,s ok. Going 2 rain leh where got gd.
1,"Nothing, smsing u n xy lor. Sorry lor da guys neva c u in person but they sort of know u lor. So u wan 2 meet them xy ask me 2 bring u along 4 our next meeting."
1,Dunno he jus say go lido. Same time 930.
1,U know we watchin at lido?
1,Wat time do u wan 2 meet me later?
1,Now got tv 2 watch meh? U no work today?
1,Then we wait 4 u lor... No need 2 feel bad lar...
1,"Doing nothing, then u not having dinner w us?"
1,Ok i also wan 2 watch e 9 pm show...
1,Sian... Aft meeting supervisor got work 2 do liao... U working now?
1,Quite late lar... Ard 12 anyway i wun b drivin...
1,Ok but tell me half an hr b4 u come i need 2 prepare.
1,Then ur sis how?
1,Ard 515 like dat. Y?
1,s e road name of ur house?
1,"I wake up long ago already... Dunno, what other thing?"
1,We r outside already.
1,m coming home 4 dinner.
1,Sorry i din lock my keypad.
1,Wat would u like 4 ur birthday?
1,m leaving my house now...
1,Ok i msg u b4 i leave my house.
1,Ok i thk i got it. Then u wan me 2 come now or wat?
1,He like not v shock leh. Cos telling shuhui is like telling leona also. Like dat almost all know liao. He got ask me abt ur reaction lor.
1,Yar... I tot u knew dis would happen long ago already.
1,I thk u dun haf 2 hint in e forum already lor... Cos i told ron n darren is going 2 tell shuhui.
1,Quite lor. But dun tell him wait he get complacent...
1,I dun believe u. I thk u told him.
1,Yar he quite clever but aft many guesses lor. He got ask me 2 bring but i thk darren not so willing 2 go. Aiya they thk leona still not attach wat.
1,Yup. Wun believe wat? U really neva c e msg i sent shuhui?
1,Watch lor. I saw a few swatch one i thk quite ok. Ard 116 but i need 2nd opinion leh...
1,Then she dun believe wat?
1,Ron say fri leh. N he said ding tai feng cant make reservations. But he said wait lor.
1,s true already. I thk she muz c us tog then she believe.
1,s wat he told me. Ok lor...
1,Orh i tot u say she now still dun believe.
1,Cos i was out shopping wif darren jus now n i called him 2 ask wat present he wan lor. Then he started guessing who i was wif n he finally guessed darren lor.
1,Yup i thk cine is better cos no need 2 go down 2 plaza mah.
1,Watching tv lor. Nice one then i like lor.
1,Then i buy.
1,U buy newspapers already?
1,No objection. My bf not coming.
1,Anything lor if they all go then i go lor...
1,U coming back 4 dinner rite? Dad ask me so i re confirm wif u...
1,Enjoy urself tmr...
1,Wat r u doing?
1,s a swatch watch...
1,s jus rite...
1,Ha... U jus ate honey ar? So sweet...
1,Yar lor actually we quite fast... Cos da ge slow wat... Haha...
1,s impossible between us?
1,Hey happy birthday...
1,Dunno leh cant remember mayb lor. So wat time r we meeting tmr?
1,U say leh... Of course nothing happen lar. Not say v romantic jus a bit only lor. I thk e nite scenery not so nice leh.
1,Nothing but we jus tot u would ask cos u ba gua... But we went mt faber yest... Yest jus went out already mah so today not going out... Jus call lor...
1,m not so ba dao ok... 1 pm lor... Y u never ask where we go ah... I said u would ask on fri but he said u will ask today...
1,Then u ask darren go n pick u lor... But i oso sian tmr haf 2 meet lect...
1,Nothing lor... A bit bored too... Then y dun u go home early 2 sleep today...
1,U still havent got urself a jacket ah?
1,How come u got nothing to do?
1,ll feel guilty...
1,Here got ur favorite oyster... N got my favorite sashimi... Ok lar i dun say already... Wait ur stomach start rumbling...
1,Ok lar... Joking wif u oni...
1,Okie but i scared u say i fat... Then u dun wan me already...
1,Yup having my lunch buffet now.. U eat already?
1,s quite nice.
1,ll haf more time 2 meet up cya...
1,m home...
1,U sleeping now.. Or you going to take? Haha.. I got spys wat.. Me online checking n replying mails lor..
1,Then u better go sleep.. Dun disturb u liao.. U wake up then msg me lor..
1,m picking her up at ard 4 smth lor..
1,My house here e sky quite dark liao... If raining then got excuse not 2 run already rite... Hee...
1,s going 2 rain soon.
1,ll b bathing my dog later.
1,U too...
1,Ok. C u then.
1,Yup song bro. No creative. Neva test quality. He said check review online.
1,Wewa is 130. Iriver 255. All 128 mb.
1,We left already we at orchard now.
1,I tot u outside cos darren say u come shopping. Of course we nice wat. We jus went sim lim look at mp3 player.
1,U in town alone?
1,Anytime...
1,Ok... Sweet dreams...
1,Jus came back fr lunch wif my sis only. U leh?
1,In e msg jus now. U said thanks for gift.
1,re welcome... Caught u using broken english again...
1,Yup bathe liao...
1,m home.
1,Ok... U enjoy ur shows...
1,s e gals who r laughing at me lor...
1,Finish already... Yar they keep saying i mushy... I so embarrassed ok...
1,m going home now then go pump petrol lor... Like going 2 rain soon...
1,ll prob b home early...
1,Dunno y u ask me.
1,ve reached home n i bathe liao... U can call me now...
1,ll give me a lift...
1,I like dis sweater fr mango but no more my size already so irritating.
1,m meeting my fren at 730.
1,m going shopping on my own now. Cos my sis not done yet. Dun disturb u liao.
1,m ok wif it cos i like 2 try new things. But i scared u dun like mah. Cos u said not too loud.
1,U dun say so early hor... U c already then say...
1,s styling my hair now.
1,m really too bored so i msg u. I oso dunno wat colour she choose 4 me one.
1,m thinking of u... So wat r u doing?
1,Ok lor. Msg me b4 u call.
1,But really quite funny lor wat... Then u shd haf run shorter distance wat...
1,ll jus take mrt down later.
1,What time is ur flight tmr?
1,Aiyo u so poor thing... Then u dun wan 2 eat? U bathe already?
1,"U so lousy, run already come back then half dead... Hee..."
1,Eh u remember how 2 spell his name... Yes i did. He v naughty make until i v wet.
1,Finish liao... U?
1,U can call now...
1,10 min later k...
1,m quite prone 2 falls. Lucky my dad at home i ask him come n fetch me already.
1,Aiyah e rain like quite big leh. If drizzling i can at least run home.
1,s y u haf 2 keep me busy...
1,Yup next stop.
1,ll thk of all sorts of funny things.
1,Aiyah then i wait lor. Then u entertain me. Hee...
1,t c outside.
1,ll jus wait 4 e rain 2 stop.
1,ll get caught at e mrt station lor.
1,m on my way home. Went to change batt 4 my watch then go shop a bit lor.
1,Then wat r u doing now? Busy wif work?
1,ll jus leave it...
1,ve got wisdom teeth hidden inside n mayb need 2 remove.
1,Thanx a lot 4 ur help!
1,Happy birthday... May u find ur prince charming soon n dun work too hard...
1,m wearing blue shirt n black pants.
1,m ok lor.
1,s great thanx a lot.
1,s doing e sms survey...
1,"Hi this is yijue, can i meet u at 11 tmr?"
1,"Hmm... Dunno leh, mayb a bag 4 goigng out dat is not too small. Or jus anything except perfume, smth dat i can keep."
1,Eh u send wrongly lar...
1,Aiyah sorry lor... I watch tv watch until i forgot 2 check my phone.
1,Eh sorry leh... I din c ur msg. Not sad already lar. Me watching tv now. U still in office?
1,My supervisor find 4 me one lor i thk his students. I havent ask her yet. Tell u aft i ask her.
